Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
2015-01,0.005594399999999904,0.0035964000000000026,0.08011980000000005,0.09140850000000006,0.0030969000000000023,0.0016982999999999011,0.005594399999999904,0.002097900000000001,0.004595399999999904,0.0033965999999999025,0.25524450000000015,0.07292700000000005,0.002097900000000001,0.001,0.005094900000000004,0.03016980000000002,0.06193800000000004,0.013886100000000007,0.11888100000000008,0.007692300000000005,0.10609379999999997,0.025674300000000018,0.025374600000000018,0.0015984000000000011,0.006993000000000004,0.023976000000000018,0.0012987000000000007,0.01488510000000001,0.023976000000000018
2015-02,0.005394600000000001,0.0033966,0.0796203,0.09240750000000002,0.0031968000000000005,0.0014985000000000003,0.0057942,0.002297699999999901,0.0045954,0.0033966,0.25284690000000004,0.07322670000000002,0.0018981000000000002,0.001,0.005294700000000001,0.030669300000000004,0.06173820000000001,0.013786200000000002,0.11728260000000001,0.007592400000000001,0.10749240000000002,0.026673300000000004,0.025074900000000004,0.0014985000000000003,0.007092900000000001,0.0248751,0.0011988,0.014685300000000002,0.024475500000000004
2015-03,0.005294170582941616,0.00329637036296361,0.07901299870013004,0.09229837016298377,0.00319648035196471,0.001298570142985604,0.005593840615938317,0.002097690230976906,0.0044950504949504136,0.0034961503849614104,0.25322117788221227,0.07262003799620051,0.001598240175982305,0.001,0.0050943905609438156,0.03176502349765029,0.06093290670932909,0.013485151484851542,0.11697120287971226,0.007491750824917423,0.11017868213178693,0.026770522947705277,0.024972502749724974,0.0013984601539845044,0.007291970802919622,0.02587151284871508,0.0010987901209879032,0.014484051594840544,0.023673932606739372
2015-04,0.005495049504950398,0.003496849684968498,0.07792979297929796,0.09121782178217824,0.003496849684968498,0.0010990099009900993,0.005794779477947697,0.002098109810981099,0.004695769576957697,0.0035967596759674983,0.25147344734473454,0.07323402340234025,0.001598559855985599,0.001,0.005495049504950398,0.03207110711071108,0.05944644464446446,0.013088208820882092,0.11659495949594964,0.007593159315931596,0.11050045004500454,0.027675067506750688,0.025477047704770484,0.001598559855985599,0.007892889288928897,0.026476147614761483,0.0010990099009900993,0.01498649864986499,0.023778577857785786
2015-05,0.005594399999999904,0.0032967000000000022,0.07622370000000006,0.09240750000000006,0.0033965999999999025,0.0009990000000000008,0.0058941000000000045,0.002097900000000001,0.004795200000000003,0.003496499999999902,0.2514483000000001,0.07402590000000006,0.0015984000000000011,0.001,0.005394600000000004,0.031968000000000024,0.05764230000000004,0.013386600000000009,0.11748240000000008,0.007392600000000005,0.11068920000000007,0.027872100000000018,0.025874100000000018,0.0016982999999999011,0.008091900000000004,0.026273700000000018,0.001398599999999901,0.01508490000000001,0.023476500000000018
2015-06,0.005294164748273355,0.0029966970273245974,0.07601621459313387,0.0937966169552598,0.0030965869282353177,0.001,0.005793614252827456,0.0022974677209487582,0.004694825342808436,0.003496146531878597,0.25142288059253365,0.07441797617856075,0.0014983485136622987,0.001,0.005294164748273355,0.031864878390551556,0.05693724351916726,0.01348513662296069,0.11737063357021331,0.007491742568311394,0.11117745971374256,0.02826884195776194,0.026071264137724,0.0017980182163946587,0.008091081973776313,0.02637093384045636,0.0014983485136622987,0.015183264938444527,0.02227544790311274
2015-07,0.00509540494543998,0.0029972970267294,0.07553188507358097,0.0944148563419762,0.00319711682851136,0.001,0.0056948643507858596,0.00229792772049254,0.00459585544098508,0.00329702672940234,0.2521725898488338,0.07403323656021628,0.00139873861247372,0.001,0.00519531484633096,0.03077224947442184,0.0564490940034037,0.013387926719391319,0.11739413354690159,0.0079927920712784,0.11239863850235259,0.0284743217539293,0.02587666433076382,0.0016984683151466601,0.00809270197216938,0.026975673240564598,0.0016984683151466601,0.01528621483631994,0.021580538592451678
2015-08,0.0054939445500950855,0.0030965869282354123,0.07561665498949055,0.09319727754979482,0.003396256630967871,0.001,0.005593834451005905,0.0024972475227704937,0.004694825342808528,0.0030965869282354123,0.25072365128615764,0.07461775598038235,0.0016981283154838356,0.001,0.004894605144630167,0.029667300570513463,0.056238014212791516,0.013385246722049845,0.11707096386748075,0.008390751676508858,0.11237613852467222,0.028668401561405266,0.026370933840456412,0.0021975778200380345,0.008690421379241317,0.02736983284956461,0.0020976879191272144,0.015782604343909518,0.021076769092182965
2015-09,0.00539567913582716,0.0030975195039007774,0.07633886777355474,0.09272574514902981,0.003397279455891175,0.0010991198239647918,0.005495599119823959,0.00269783956791358,0.004496399279855967,0.0028976795359071787,0.25229795959191853,0.07424054810962197,0.001798559711942387,0.001,0.004796159231846365,0.02867703540708139,0.05605511102220438,0.013089517903580703,0.11610702140428086,0.00819343868773754,0.11360902180436086,0.02857711542308459,0.026278955791158205,0.0023980796159231827,0.008892878575715133,0.027777755551110197,0.0022981596319263833,0.01588727745549108,0.02038367673534705
2015-10,0.005593840615938406,0.0028968103189681033,0.07651574842515749,0.09199870012998701,0.003196480351964804,0.0010987901209879012,0.005394060593940606,0.002697030296970303,0.004495050494950406,0.0028968103189681033,0.25292150784921513,0.0746178382161784,0.0017980201979802021,0.001,0.004794720527947206,0.02766953304669533,0.05613818618138186,0.012985701429857015,0.11487351264873513,0.00809109089091091,0.11457384261573843,0.028868213178682132,0.026271072892710728,0.002497250274972503,0.008990100989901011,0.028968103189681033,0.002397360263973603,0.01588251174882512,0.019878112188781123
2015-11,0.0052952295229522954,0.0031971197119711977,0.07693069306930694,0.09091809180918092,0.0033969396939693974,0.0013987398739872987,0.005195319531953195,0.0028973897389738975,0.0043960396039603965,0.0030972097209720976,0.2517731773177318,0.07343384338433843,0.0020981098109810986,0.001,0.005095409540954096,0.02767506750675068,0.05554995499549956,0.012988298829882991,0.11229882988298831,0.008192619261926194,0.1158955895589559,0.02967326732673268,0.02607650765076508,0.0027974797479746977,0.009391539153915392,0.030472547254725476,0.0026975697569756978,0.016085508550855086,0.020081908190819082
2015-12,0.0053946,0.0031968,0.0770229,0.0904095,0.0032967,0.0013985999999999,0.004995,0.0026973,0.0043956,0.0028970999999999997,0.2511486,0.07432559999999999,0.0020978999999999998,0.001,0.0048950999999999995,0.0280719,0.0550449,0.0120879,0.1121877,0.0078921,0.1181817,0.0298701,0.0255744,0.0026973,0.009590399999999999,0.030969,0.002997,0.015984,0.019680299999999998
2016-01,0.005094900000000003,0.0032967000000000014,0.07822170000000003,0.08921069999999993,0.0031968000000000014,0.0013985999999999007,0.005094900000000003,0.002897100000000001,0.003996000000000002,0.0029970000000000014,0.2504493000000001,0.07592400000000002,0.0020979000000000006,0.001,0.004895100000000002,0.028671300000000014,0.05534460000000003,0.011988000000000006,0.11058930000000006,0.0073926000000000035,0.11888100000000006,0.030369600000000014,0.02497500000000001,0.0026973000000000014,0.009990000000000006,0.030969000000000014,0.0031968000000000014,0.01588410000000001,0.019280699999999908
2016-02,0.004696239247849566,0.0033972794558911755,0.07793758751750353,0.08982806561312266,0.002897679535907179,0.0011990398079615913,0.004696239247849566,0.002897679535907179,0.003697039407881573,0.0031974394878975768,0.24850100020004012,0.07593918783756755,0.001998399679935986,0.001,0.0050959191838367635,0.029376475295058987,0.0555555111022204,0.011690638127625516,0.1101118223644729,0.006594718943788753,0.12240198039607922,0.03057551510302058,0.024580316063212624,0.002497999599919982,0.00959231846369273,0.03227415483096617,0.0033972794558911755,0.015387677535507089,0.018984796959391863
2016-03,0.0044972989195678275,0.0033979591836733702,0.07645408163265308,0.08964615846338536,0.002898259303721489,0.001099339735894358,0.004597238895558225,0.0029981992797118856,0.003697779111644659,0.0033979591836733702,0.2452527010804322,0.07705372148859546,0.0018988595438175276,0.001,0.0053967587034813936,0.029682172869147667,0.05516686674669869,0.011393157262905164,0.11023379351740699,0.006596038415366147,0.12522478991596642,0.0314810924369748,0.024185474189675878,0.0024984993997599044,0.009594237695078034,0.03268037214885955,0.003797719087635055,0.01519087635054022,0.018988595438175274
2016-04,0.004196215837421159,0.003796576233857239,0.07523215537090801,0.08941936129742717,0.0031971168285113588,0.001,0.004495945540094099,0.0033969366302933194,0.003796576233857239,0.0033969366302933194,0.2430807888677547,0.0768307137851637,0.0020981079187105795,0.001,0.005195314846330959,0.030572429672639873,0.05485053558914801,0.011089998998898776,0.11010071078186003,0.006494143557913699,0.12688557413154475,0.032270897987786526,0.023778556412053235,0.0026975673240564597,0.009891080188207018,0.033070177194914376,0.004495945540094099,0.015086395034537976,0.018583241565722275
