Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
2004-07,0.0034006801360272,0.0036007201440288,0.1001200240048009,0.0468093618723744,0.0042008401680336,,0.028005601120224,,0.0003000600120024,0.0022004400880176,0.3016603320664133,0.0859171834366873,,0.0024004800960192,0.0016003200640128,0.021004200840168,0.0019003800760152,0.0733146629325865,0.1862372474494899,0.0016003200640128,0.0251050210042008,0.0039007801560312,0.0033006601320264,0.0024004800960192,0.0017003400680136,,,0.0143028605721144,0.0850170034006801
2004-08,0.0035003500350034,0.0036003600360035,0.0974097409740974,0.0496049604960495,0.0046004600460045,,0.0265026502650264,,0.0007000700070006,0.0020002000200019,0.2980298029802979,0.0872087208720872,,0.0022002200220021,0.0015001500150014,0.0203020302030202,0.0018001800180017,0.0707070707070706,0.1914191419141913,0.0015001500150014,0.0262026202620262,0.0040004000400039,0.0040004000400039,0.0019001900190018,0.0017001700170016,,,0.0145014501450145,0.085108510851085
2004-09,0.0040991801639672,0.0040991801639672,0.0958808238352329,0.0503899220155968,0.0050989802039592,,0.0263947210557888,,0.0007998400319936,0.0020995800839832,0.2958408318336333,0.0866826634673065,,0.001499700059988,0.0018996200759848,0.020995800839832,0.0018996200759848,0.0699860027994401,0.1941611677664467,0.0007998400319936,0.0270945810837832,0.003999200159968,0.0040991801639672,0.0016996600679864,0.0012997400519896,,,0.0153969206158768,0.0837832433513297
2004-10,0.003999600039996,0.0037996200379962,0.0946905309469053,0.0528947105289471,0.0052994700529947,,0.0275972402759724,,0.0008999100089991,0.001999800019998,0.2901709829017098,0.0843915608439156,,0.0010998900109989,0.0021997800219978,0.0222977702229777,0.001999800019998,0.0714928507149285,0.1927807219278072,0.0011998800119988,0.0290970902909709,0.0041995800419958,0.0045995400459953,0.0011998800119988,0.0013998600139985,,,0.0160983901609839,0.0845915408459154
2004-11,0.0038007601520304,0.0038007601520304,0.0948189637927585,0.0522104420884176,0.005501100220044,,0.02750550110022,,0.0007001400280055,0.0024004800960192,0.2948589717943588,0.0848169633926785,,0.0008001600320064,0.0023004600920184,0.022004400880176,0.0022004400880176,0.0703140628125625,0.193638727745549,0.0012002400480096,0.0283056611322264,0.0041008201640328,0.0044008801760352,0.0017003400680136,0.001500300060012,,,0.01500300060012,0.0821164232846569
2004-12,0.0035989203239028,0.0036988903329001,0.0952714185744276,0.052184344696591,0.0052984104768569,,0.027591722483255,,0.0008997300809757,0.0021993401979406,0.2968109567129861,0.0852744176746975,,0.0007997600719784,0.0020993701889433,0.0213935819254223,0.0020993701889433,0.0703788863340997,0.196740977706688,0.0003998800359892,0.0269919024292712,0.0038988303508947,0.0041987403778866,0.0018994301709487,0.0011996401079676,,,0.0144956513046086,0.0805758272518244
2005-01,0.003899610038996,0.0037996200379962,0.0968903109689031,0.0522947705229477,0.0055994400559944,,0.0264973502649735,,0.0010998900109989,0.0020997900209979,0.2963703629637036,0.0835916408359164,,0.0003999600039996,0.0023997600239976,0.0220977902209779,0.0018998100189981,0.0698930106989301,0.1978802119788021,0.0003999600039996,0.0290970902909709,0.003899610038996,0.0046995300469953,0.0014998500149985,0.0008999100089991,,,0.014998500149985,0.0777922207779222
2005-02,0.0037003700370037,0.0039003900390038,0.0986098609860986,0.052005200520052,0.0049004900490049,,0.0266026602660266,,0.0007000700070006,0.0021002100210021,0.3024302430243024,0.0811081108110811,,0.0004000400040004,0.0025002500250025,0.0231023102310231,0.0018001800180017,0.0691069106910691,0.1959195919591959,0.0005000500050005,0.0287028702870287,0.0038003800380038,0.0045004500450044,0.0016001600160016,0.0009000900090008,,0.0001000100010001,0.0145014501450145,0.0765076507650764
2005-03,0.0034003400340033,0.0037003700370037,0.0987098709870987,0.0537053705370537,0.0045004500450044,,0.0265026502650265,,0.0008000800080008,0.0023002300230022,0.3015301530153015,0.0826082608260826,,0.0004000400040004,0.0023002300230022,0.0235023502350235,0.0015001500150015,0.0686068606860686,0.1951195119511951,0.0005000500050005,0.028002800280028,0.0042004200420042,0.0046004600460045,0.0013001300130013,0.0011001100110011,,0.0001000100010001,0.0144014401440143,0.0766076607660766
2005-04,0.0033999999999999,0.0036,0.0983,0.0541,0.0040999999999999,,0.0255,,0.0008,0.0022,0.305,0.0838,,0.0002,0.0022,0.0220999999999999,0.0013,0.0672,0.1989999999999999,0.0001,0.0277,0.004,0.0043,0.0013999999999999,0.001,,0.0001,0.0135,0.0751
2005-05,0.0034999999999999,0.0037,0.0969999999999999,0.0561,0.004,,0.0249,,0.0009,0.0022999999999999,0.3019,0.0824,,0.0,0.0022999999999999,0.0223,0.0013,0.0674,0.1984,0.0005,0.0287,0.0040999999999999,0.0046999999999999,0.0011,0.0009,,0.0005,0.0146,0.0764999999999999
2005-06,0.0034999999999999,0.0036,0.0944,0.0576,0.004,,0.0243,,0.0008,0.0022999999999999,0.3034,0.0833,,0.0,0.0024,0.0227999999999999,0.0012,0.0655,0.1975,0.0008,0.0294,0.0040999999999999,0.0055,0.0009,0.0009,,0.0006,0.0155,0.0757
2005-07,0.0032993401319736,0.0033993201359728,0.0927814437112577,0.0615876824635073,0.0038992201559688,,0.0249950009998,,0.0007998400319936,0.0023995200959808,0.3028394321135773,0.0839832033593281,,0.0,0.0020995800839832,0.0226954609078184,0.0012997400519896,0.0645870825834833,0.1944611077784443,0.0007998400319936,0.0296940611877624,0.0043991201759648,0.0061987602479504,0.0010997800439912,0.000999800039992,,0.0007998400319936,0.0157968406318736,0.0750849830033993
2005-08,0.0032,0.003,0.0914,0.0614,0.004,,0.0235,,0.0009,0.0024,0.3021,0.0861,,0.0,0.0021,0.0212,0.0011,0.0651,0.1962,0.0009,0.0312,0.0044,0.0066,0.0012,0.0009,,0.0009,0.0161,0.0741
2005-09,0.0035996400359964,0.0028997100289971,0.0903909609039095,0.0616938306169383,0.003999600039996,,0.0231976802319768,,0.0007999200079992,0.0021997800219978,0.3014698530146985,0.0834916508349165,,0.0,0.0025997400259974,0.0204979502049795,0.0012998700129987,0.0657934206579342,0.1981801819818018,0.0008999100089991,0.0326967303269673,0.0044995500449954,0.0078992100789921,0.0016998300169982,0.0004999500049995,,0.0010998900109989,0.015998400159984,0.0725927407259274
2005-10,0.0038,0.0031,0.0869,0.0617999999999999,0.0044999999999999,,0.0243,,0.0008,0.0024,0.301,0.0815,,0.0,0.0027999999999999,0.0218,0.0013999999999999,0.0659,0.1961,0.0009,0.0346,0.0049,0.0093999999999999,0.0016,0.0005,,0.0011,0.0169,0.072
2005-11,0.0038,0.0027999999999999,0.0848,0.0631,0.0045,,0.0246,,0.0006999999999999,0.0025,0.302,0.0822,,0.0,0.003,0.0227,0.0013,0.0654,0.1956,0.0006,0.0363,0.0051,0.0109,0.0016999999999999,0.0002,,0.0006999999999999,0.0164,0.0691
2005-12,0.0038999999999999,0.0027999999999999,0.0837,0.0653,0.0048,,0.0243999999999999,,0.0008,0.0027,0.2984,0.0812,,0.0,0.0032,0.0235,0.0011,0.0656,0.1932999999999999,0.0003,0.0388,0.0053,0.0124,0.0016,0.0006,,0.0006,0.0166,0.0691
2006-01,0.003998800359892,0.0028991302609217,0.085074477656703,0.0626811956413076,0.0044986504048785,,0.0238928321503549,,0.0008997300809757,0.0026991902429271,0.297110866739978,0.0809757072878136,,0.0,0.0034989503149055,0.0231930420873737,0.0010996700989703,0.0632810156952914,0.1966410076976907,0.0007997600719784,0.0395881235629311,0.0050984704588623,0.0136958912326302,0.0014995501349595,0.0010996700989703,,0.000999700089973,0.0159952014395681,0.0687793661901429
2006-02,0.0040999999999999,0.0032,0.084,0.0636,0.0051,,0.0248,,0.0009,0.003,0.2975,0.0796,,0.0001,0.0037,0.0241,0.0013,0.0611,0.1949,0.0006,0.0395,0.0055999999999999,0.0158,0.0013999999999999,0.0013,,0.0008,0.0167,0.0673
2006-03,0.0037007401480296,0.0028005601120224,0.0835167033406681,0.0647129425885177,0.0048009601920384,,0.0239047809561912,,0.001000200040008,0.003000600120024,0.3004600920184037,0.0802160432086417,,0.0002000400080016,0.0034006801360272,0.0254050810162032,0.0011002200440088,0.0590118023604721,0.1950390078015603,0.0006001200240048,0.0393078615723144,0.0053010602120424,0.0168033606721344,0.0009001800360072,0.0013002600520104,,0.0006001200240048,0.0164032806561312,0.0665133026605321
2006-04,0.0034999999999999,0.0025,0.0845,0.0665,0.0044,,0.0217,,0.0011,0.0029,0.3006,0.0808,,0.0005,0.0034999999999999,0.0246,0.001,0.0576,0.1991,0.0008,0.038,0.0052,0.0178,0.0009,0.0016,,0.0006,0.0153,0.065
2006-05,0.0033986405437824,0.0023990403838464,0.0851659336265493,0.0661735305877648,0.0043982407037185,,0.0205917632946821,,0.0010995601759296,0.0027988804478208,0.3011795281887244,0.0825669732107157,,0.0005997600959616,0.003498600559776,0.0227908836465413,0.000999600159936,0.0551779288284686,0.2027189124350259,0.0008996401439424,0.0369852059176329,0.0051979208316673,0.0189924030387844,0.0006997201119552,0.001499400239904,,0.0005997600959616,0.0150939624150339,0.0644742103158736
